run_id	source_run_id	model_name	aspect	split	entity_id	summary	evidence_count	evidence_used	copied_from_evidence	status	output_path	source_path
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	124849	The room was very spacious with a separate sitting area with its own dedicated	3	3	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_124849	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_124849
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	150241	The room was lovely and was air conditioned and had TV with cable(BBC World News was nice for us Brits), huge bed, free WI FI, coffee maker but no fridge or microwave.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_150241	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_150241
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	1510471	This hotel is a great place to stay.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1510471	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_1510471
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	156564	The tv in the bedroom was situated high in the corner of the bedroom on the type of platform you would find in a hospital room. The suite was large, although with a slightly awkward layout, and the ensuite had	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_156564	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_156564
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	1722910	Good amenities except only 2/3 tv channels n like all hotels in italy the tvs were like 8 inches!	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_1722910	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_1722910
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	182002	There's no cable tv, there's no internet.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_182002	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_182002
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	182519	It's a new construction hotel. It's an ideal location if you want to be in heart of all	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_182519	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_182519
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	182542	The room was extremely quiet. The room was spacious and spacious.	6	6	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_182542	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_182542
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	183092	The decor was tasteful, flat-screen tv, VERY soft King bed, marble counter in the bathroom...we were quite impressed.	3	3	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_183092	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_183092
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	183645	The room rate was not cheap, but what they provide is an apartment, with bedroom, full kitchen and fridge, washer and dryer, living room, TV, and a private balcony.	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_183645	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_183645
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	185237	It had no tub only a shower but tother than was very large with a King size bed, safe,	4	4	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_185237	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_185237
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	185804	We had a small balcony but had plastic furniture and latice on the floor (not nice) The dresser, desk and minibar are still the old furniture (too many pieces and old and ugly) It did	1	1	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_185804	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_185804
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	188745	I came to Paris to see Paris and that I did from this wonderful location. The rooms are beautiful period pieces filled with wooden beams,	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_188745	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_188745
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	dev	197424	I remember there is only 2 or 3 english channels, can be boring for kids who wants their usual cartoon channels.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/dev_197424	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/dev_197424
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	189389	Very poor in every respect, bar closed early, barman had to look up how to make a cocktail, cold water in the shower, TV that didn't work - (I could do on).	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_189389	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_189389
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	198738	The hotel is a great place to stay.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_198738	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_198738
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	203139	The bed was so comfortable, I had to lift it over. The only recomendation would be to upgrade the TV's and add CNN as one of their channel selections.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_203139	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_203139
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	209383	The hotel is old, the reception area is good, the pool area very good, but the rooms	4	4	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_209383	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_209383
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	223757	I'm not a fan of this hotel. It's a bit pricey for what you get, but it's worth it.	1	1	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_223757	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_223757
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	224665	This hotel is not a suite at all - just one room - and given that the TV was opposite the kitchenette you enter the living room with a pull out couch, fireplace, and flat screen tv.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_224665	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_224665
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	227464	The room was well appointed with two double beds, big LCD TV (some English channels), huge bathroom with bidet, separate area for sink and tub w/shower, lots of desk space.	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_227464	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_227464
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	228653	It's a good hotel, but it's not the best place to stay.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_228653	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_228653
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	228986	I got a wonderful Deluxe Room with a nice view over the park , the room size was quite huge with a	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_228986	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_228986
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	229042	We stayed at the Hilton Garden Inn. It was a 4-star hotel with a view of the Bellagio fountains. The room had a flat screen tv and a flat-screen TV. The bathroom had a toilet and a sink. The shower had a sink and a toilet. The toilet had a shower head and a shower	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_229042	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_229042
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	229066	- The staff was rude. - We were told to be out by 11am on the 2nd night.	1	1	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_229066	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_229066
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	229124	The hotel is a good value for money.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_229124	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_229124
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	232953	This hotel is a great place to stay.	4	4	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_232953	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_232953
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	234572	The first impression when I arrived was a cosy entrance and friendly staff (well done Manuel) the room was OK for single use (comfortable bed and pillows - clean - mini bar - big flat TV) and it was	1	1	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_234572	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_234572
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	235216	The room was spacious with two TVs (one in the bedroom and another in the sitting area), a small couch and chair as well as a fridge, sink and iron and ironing board. There was a microwave, refrigerator, and two	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_235216	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_235216
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	237193	Our triple room (I was a mother with an 18 & 20 year old) was clean and the beds were comfortable.and flat screen TV with CNN!	3	3	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_237193	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_237193
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	241742	This hotel is a great place to stay.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_241742	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_241742
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	248861	This hotel is a great place to stay. It's clean, comfortable, and has a great view of the city. The staff is friendly and helpful.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_248861	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_248861
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	250023	The room was very clean and modern (I can't stand fusty old bathrooms), the bed was comfy, you get a desk with wireless access and TV, Microwave and Fridge. The internet worked well enough-my only complaint was that the TV	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_250023	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_250023
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	2514386	The room was a large L-shaped efficiency with a	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_2514386	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_2514386
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	2514725	The TV was behind a mirror which was a bit odd, and the mirror kept making me think there was another room through the gap in the wall (it was placed to look a bit like a doorway).	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_2514725	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_2514725
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	2514747	We had a TV which did offer a couple of English stations and a radio in the room as well. We appreciated having the internet and two TV channels in English.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_2514747	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_2514747
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	2515098	The hotel is a great place to stay.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_2515098	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_2515098
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	2515152	The room was really nice and the TV had more than 12 stations. The tiny TV was about a mile from the bed! The room was very clean and equipped with microwave, refrigerator and TV.	4	4	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_2515152	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_2515152
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	2516007	The room was great and actually looked nicer than the photos.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_2516007	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_2516007
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_ENT	test	2516165	The rooms are nicely decorated, a little noisy, but we ran the fan so we wouldn't hear the neighbors tv. The rooms are kept clean, and the bedding is comfortable, but the place is showing its age a bit, especially	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_ENT/test_2516165	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_ENT/test_2516165
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	100585	We had a great time at the hotel.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_100585	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_100585
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	100597	The food was good and the service was efficient.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_100597	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_100597
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	1029276	The buffet breakfast was very good.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_1029276	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_1029276
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	1064610	We had a breakfast buffet in the restaurant one day, it included a huge selection of different foods for under $15, plus a daily special, also included (on the day we went it was a strawberry chocolate crepe).	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_1064610	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_1064610
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	1113787	I stopped into Charlie Palmer for dinner, had a fantastic time there, Tommy the bartender took great care	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_1113787	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_1113787
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	111509	The best restaurants and bars are no more than a couple of blocks from the hotel, with most (including Hugo's Frog Bar, and Gibson's Steak House) across the street.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_111509	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_111509
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	112429	This hotel is a great place to stay. It's a good place to have a good time. The food is good. The drinks are good. The bar is a nice place to hang out.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_112429	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_112429
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	1176198	Great location, great breakfast buffet, and has pool for the kids. The hotel is beautifully decorated, very modern and the restaurant was great for breakfast.	3	3	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_1176198	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_1176198
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	120274	There is a light breakfast served every morning - cornflakes, toast and coffee - which is again ok but nothing special. I was disappointed that there was no breakfast, eventhough it was just toast & cereal it was a bonus,	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_120274	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_120274
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	121241	The breakfast was good and the breakfast entertainment was a nice touch.	4	4	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_121241	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_121241
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	124849	This hotel is a great place to stay in Key West.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_124849	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_124849
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	150241	The hotel is clean, has a nice pool with a swim-up bar, free wi-fi, and a great complimentary breakfast. The breakfast buffet was excellent and plentiful, with lots of seating area and tables for everyone. The pool patio was very	3	3	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_150241	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_150241
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	1510471	The breakfast was excellent, buffet style with a wide variety. The buffet breakfast included in the deal was very good with plenty of choice. The breakfast was also wonderful, with fresh fruits and pastries and a terrific cheese selection.	4	4	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_1510471	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_1510471
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	156564	The Bacchus Restaurant in the hotel is over the top; the food is	3	3	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_156564	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_156564
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	1722910	The breakfast room was small, and the choice at breakfast was limited, but otherwise, this hotel was perfect.	3	3	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_1722910	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_1722910
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	182002	We stayed at the Venetian Hotel. It was a nice hotel with a nice view of the strip. The food and drinks were good. The buffet was decent.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_182002	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_182002
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	182519	The restaurant, wine bar & pub are all top notch and well worth a visit although no breakfast was available during our visit. In addition, we received $10 a day for breakfast at UVA, a wine bar next to the	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_182519	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_182519
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	182542	We had a very pleasant dinner one night in the hotel restaurant, and enjoyed the breakfast buffet and coffee machine in the Club lounge. The food in the restaurant was excellent and I was quite happy to eat there for	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_182542	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_182542
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	183092	We had breakfast and lunch at the Parkside restaurant in the hotel, the food was of a very high standard, and children	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_183092	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_183092
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	183645	I'm not a fan of Moxie's breakfast.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_183645	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_183645
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	185237	You don't need to go to the hotel to eat at the buffet.	2	2	False	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_185237	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_185237
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	185804	The Dockside Restaurant in the hotel is superb, and we ended up eating there twice for dinner.	3	3	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_185804	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_185804
space_hasos_full_e20_abstractive	space_hasos_full_e20	google/flan-t5-base	AM_FOOD	dev	188745	The breakfast is the best deal in Paris - served until 12:00 PM for 12 Euro, one breakfast fed us both with leftovers, and an extra pot of coffee, 3 Euro, came with the Herald Tribune.	2	2	True	generated	/home/llm/llm/tesing/outputs/space_hasos_full_e20_abstractive/AM_FOOD/dev_188745	/home/llm/llm/tesing/outputs/space_hasos_full_e20/AM_FOOD/dev_188745
